Ulasan,Label
Adain fitur battle royal,Others
game terlalu P2W,Negatif
good,Positif
"Apakah adil benteng lvl 10 di pertemukan dengan lvl8 tolong di perbaiki, apalagi maks kartu hanya lvl 8/9 bertemu maks kartu 11, perbedaan terlalu jauh,mikir.",Negatif
game yang bagus,Positif
"akhir akhir ini kenapa jaringannya tidak stabil,dan juga kadang pas ganti akun lemot banget.tolong di perbaiki supercell",Negatif
Developer idiot. kartu gk balance susah jadi susah naik arena. Atur dulu itu semua kartu biar balance ku saranin elixir golem dan mega knight di nerf. Pakai otak kalian biar mereka gk kartu tebel dan damage tinggi,Negatif
matchmaking tolol,Negatif
I stop play this for a while. I barely get same level opponent. Its always higher level or same level but bought high level troops,Negatif
"Game-nya seru, mekanik kartu dan strateginya bikin nagih. Tapi matchmaking-nya nggak adil, saya level 10 sering lawan level 12. Kartu baru juga kadang terlalu OP, jadi kesannya P2W. Padahal ini game udah keren banget, cuma perlu balancing biar lebih fair dan semua pemain bisa enjoy tanpa frustrasi. Semoga ke depannya makin baik!",Negatif
kembalikan akun saya yg lama😭,Negatif
Clash Royale sangat bagus dan enak dimainin tapi kadang kadang buat aku marah tapi gak papa clash royale seru banget bisa buat mabar bareng temen keluarga dan saudara clash royale bisa buat aku tenag jugak tapi kenapa clash royale harus pakek wifi itu bikin aku jadi tidak senang tapi gak papa karena permainan nya seru dan jugak meyenagkan clash royale kenapa kok ada team team ya kenapa ? tapi gak papa clash rpyale seru loh ayo di donlod sekarang jugak dan dimainin jugak ayp donlod sekarang bye.,Others
level 11 ketemu level 13 udah pada level 14 semua kartunya lebih adil dikit gitu,Negatif
bad game,Negatif
ok,Others
nerf bandit boss,Negatif
"I'm still in arena 9 and I got an enemy in arena 11, and my unit is lvl 8 and the enemy's unit is lvl 10. What do the devs think when giving me an enemy?",Negatif
anjaylah ni game gw arena 3 malah ketemu orang arena 5. kan gak ngotak? gw pas main dulu masih adil adil aja matchmakingnya. Jadi mohon maaf ya Mas Cell saya turunin ke bintang 2 🙁🙁,Negatif
lumayan bagus..............,Positif
ini gimana cara mainnya yak? bingung gw,Others
upgrade performa,Negatif
banyak bug gaje gabisa keluarin kartu,Negatif
why is it so hard to switch accounts?,Negatif
Banyak yg pakai cheat,Negatif
bagus game nya cukup menyenangkan dan saya tertarik,Positif
game setting,Others
matchmaking yg buruk,Negatif
ok,Others
"TOLONG ADAKAN FITUR ""REPORT"" SERINGKALI MENEMUKAN PEMAIN YANG ELIXIRNYA TIDAK COOLDOWN (CEPAT SEKALI).!!!",Negatif
game p2w males bet mainin ny abis tu giliran menang tambah ny sikit kalah kurangnya banyak,Negatif
"So bad. Game tolol, giliran gue menang cuma dapet +26/+27. kalo kalah -30/-33, kocak!!",Negatif
good,Positif
mantap,Positif
kembaliin versi lama,Negatif
keren dan banyak event barunya,Positif
Your Game has a bug slow bug. @inisamuelnetwork19 i posting your bug please update it or I Will keep it here.,Negatif
game ini sangat santai dan seru :),Positif
"buruk, loding lama",Negatif
seru bngettt,Positif
"kok clash royale makin lama makin jelek update nya peti di hilangin, nyari kartu evolusi makin susah emang pay to win ni game jugak toko nya pada dihilangin",Negatif
game pay to win,Negatif
game aneh gajelas tololl tambuk,Negatif
game baiq,Positif
good game,Positif
mantap!,Positif
bagus,Positif
"game babi match nya gak seimbang cuk, tolong lah kok di kasih lawan tu ngotak dikit mau ngpuah susahnya ya ampun, lama2 jadi sepi ini game",Negatif
keren seru,Positif
HP lu pada kentang,Others
Gameny enak yang dulu modenya tiba² sinyalnya hilang dan macet😮‍💨,Negatif
susah musuhnya,Negatif
"mau jujur, semenjak ganti developer yg baru game Clash Royale tidak semenarik dlu",Negatif
🤝,Others
masih ada bug.. kadang musuh suka cepet ngeluarin pasukan nya padahal pada berat berat,Negatif
bagus,Positif
"kangen juga dengan game ini karena beberapa lama uninstal gara"" problem jaringan,setelah instal lagi beneran jaringan lebih lancar. Tapi makin kesini kerasa banget kalau game ini 'pay to win',buktinya apa..evolusi kartu! Kalau ingin kartu yang punya kemampuan lebih ya harus evolusi kartu,kalau mau evolusi kartu harus kumpulkan keping kartu (iya sih kadang gratis,tp hanya hoki atau kartu umum saja),itu harus beli. Dan saya rasakan evolusi kartu sangat besar dampaknya pada pertarungan di game ini",Negatif
"Saran saya, lebih baik harga murah banyak yg beli, dari pada harga mahal-mahal tapi sedikit yg beli. Coba marketingnya di kalkulasi lagi",Negatif
"game pay to win jelas. matching tidak jelas player arena bawah bisa ketemu player veteran arena atas. apalagi sistem evolusi yang benar benar merusak. sangat mustahil melawan kartu evolusi sementara kita gak punya sama sekali. game yang sangat tidak adil, tidak balance dan tidak jelas. minimal bikin sistem yang kartu evolusi akan ketemu kartu evolusi juga, atau hapus sistem evolusi kartu sekalian. juga kartu juara sama kasusnya. udah bener kayak dulu aja malah bikin inovasi yang merusak game",Negatif
apa kalian tidak punya otak? kalian tidak tegas terhadap pemain yang afk seharusnya diberi hukuman,Negatif
jos🤗,Positif
trash match making,Negatif
"Player pay to win makin merajalela, sudah tidak bisa berkutik dengan mereka yang bisa membeli jawara, terutama bos bandit, match tidak adil, mendapatkan lawan selalu diatas level saya",Negatif
"petinya ilang😑. tapi ga terlalu masalah menurut saya, tp yg 2vs2 juga ilang, padahal sekarang cuma main yg 2vs2. dahlah pensi setelah main sejak awal rilis-_-. bye2",Negatif
permainan yang seruhsekali bukan cuma seru tapi melati otak kita menjadi cepat berwikir,Positif
kesalahan jaringan?,Others
"Tolonglah pihak Supercell dihilangkan aja fitur ""Fase Penentuan"", karna itu sangat merugikan bagi kami yg berusaha buat comeback! Kalau karena alasan agar game cepat selesai, itu salah besar, justru itu yg bikin match jadi panas dan seru!",Negatif
game busuk pay to win,Negatif
"i have played this game and im free to play for 8 years i have a deck that is so strong only have 1 counter u can copy my deck 1. mega knight 2. graveyard 3. hunter 4. guards 5. zap 6. log 7. ice golem 8. canon cart. i used this deck to get to 9000 throphies , royal recruits deck lose , pekka deck lose to this, i can promise you if you start using this deck from 7000 thropies to 9000 is a piece of cake i had 37 wins a row. i hope someone notice this deck and try it . enjoy!",Positif
"kasih sistem report dong kalok bisa soal nya nemu musuh kebnyakan dek nya membutuh kan mana besar : 5. gerombolan minion, orang babar, babi royal 6. jerangkong raksasa 4. pekka mini bola api 2. amarah panah dan itu keluar nya cepat sekali dari awal permainan sampai akhir",Negatif
Matchmaking not fair. im 4600 throphy TH 12 always get enemy TH 14 or 13. really not fair. auto uninstall.,Negatif
game 👍😎,Positif
janchokkk!!!,Negatif
ini game gak bisa apa buat sistem laporin player yang up normal. masak habis ngeluarin kartu harga 4 elixer belum ad sedetik udah ngeluarin 2kartu dengan harga 4 dan 5 bersamaan padahal belum 1mnt terakhir loh yang peningkatan 2x elixer.,Negatif
keren ini game,Positif
lumayan,Positif
sering macet,Negatif
Game jelek!!!!!!masak lawannya gak seimbang dah gitu eventnya gak adil lagi,Negatif
kembalikan fitur peti,Negatif
game ajg,Negatif
jooss,Positif
Akun lama udah gak bisa di pake,Negatif
"bagus sekali,lebih tambahkan kartu",Positif
"Semangat developer, untuk meningkatkan kuakitas permainan menjadu lebih baik lagi SEMANGAT!",Positif
balikin toko dievent jangan gabung di battle pass,Negatif
bagus,Positif
The level difference made this game so unfair. how come a very high level player play in the lower arena? this is just unfair,Negatif
"Matchmaking gak adil dipertemukan dengan level lawan di atas kita, di mana letak keseruan bermainnya?",Negatif
"pay to win banget, ga tau lagi butuh uang ga tau lagi gila uang, gws buat supercell",Negatif
mantap,Positif
"geme nya cocok untuk melatih otak, bagus",Positif
"ga bisa log google, jadi ilang aku saya",Negatif
saya suka supercell,Positif
proud,Positif
ngasih match nya yang adil lah baru level 10 dikasih level 12 gak adil sama sekali,Negatif
akun saya hilang padahal udah arena 15 dan apdet sekarang malah tambah ngaco peti di ilangin toko siason gak bisa di pake. GAME UDAH RUSAK !!,Negatif
mantap,Positif
mantappp game nya,Positif
"Game yang sangat menarik, saya telah bermain dari tahun 2017 hingga sampai sekarang saya masih main.",Positif
"Saya tidak menyangka, deck yang saya buat itu sangat ampuh, tetapi beberapakali saya menemukan musuh dengan eleksir cepat sampai spam hero... Dan itu sangat tidak masuk akal",Negatif
Perbandingan match player p2w dengan f2p terlalu jomplang sebelah,Negatif
"jangan di download,game pay2win ini",Negatif
Masih setia dengan Supercell,Positif
bagus,Positif
GOOD GAME',Positif
Tactical. Slow yet so Fast. Great Job team!,Positif
"Matchmaking yang sangat buruk,memang bagus dipertemukan dengan trofi yang setara,tapi untuk dek?no.jelek,jelek banget.seorang pemula yang baru bermain dan sampai di arena 4 bertemu dengan seseorang yang sudah pernah ke arena 7?yang benar saja.apalagi dengan update Evo,semakin memperkeruh keadaan.player diharuskan untuk top up agar menang.jelas jelas sangat tidak adil untuk menjadi pemain yang f2p.kotak hadiah gratis juga sedikit,dan dan beberapa event berbayar terlalu banyak gap.",Negatif
ketika mengeluarkan kartu ada jeda di luar jeda dari sistem menurut saya aneh sekali,Negatif
👍,Positif
"woy bikin match yg adil ngapa,sama satu lagi bikin spell baru buat counter poison kayak antipoison gitu",Negatif
bagus goood,Positif
ada beberapa kartu yang terlalu OP sehingga over use dan membuat permainan Tidka menyenangkan,Negatif
"terlalu banyak cheater sih yang bikin gamenya terasa tidak seru,dan pasti udah disetting sama developer menang atau kalahnya kita. semoga cheater yang bikin ngelag bisa dihilangkan",Negatif
bagus,Positif
game kren,Positif
bagus,Positif
"Akhirnya Supercell mengeluarkan sistem Free to play 🥺🥺,biasanya selalu iri ama orang yg udh tinggi level bentengnya skrng udh di adilin, mksih Supercell 😁👏",Positif
keren,Positif
"permainan semakin ga adil, masa lawanya nga sebanding sama level, pay to win👎",Negatif
luar biasa Bagus,Positif
game apa apan ini. masa lawan tidak seimbang.sedang kan aku level 8 musuh level 9.bahkan mengisi nya agak cepat baru di mulan saat melawan musuh.kaya ngecit. auto percepat gitu. game nya bagus sedang kan gua terasa kesal bangat kalah menang kalah menang kapan majuuin terofi nya hadeeh gua GK suka lawan yang tidak seimbang begini mah gua sih gak mau main ini gak seru malah kesel bikin emosi bikin hp ku mau ngelepar sampai sampai kesel game ngaco ini😡 sistem nya rusak gak di aman kan game nya,Negatif
op,Others
bagus,Positif
mantab,Positif
bgus,Positif
"bedarin klan susah susah malah nga on 40 hari udah hilang udah ganti orang lain, kalau bisa wakil tetep wakil ga langsung di pindah ketua harus confrim kek game lain",Negatif
game apa ini di awal aja seru tapi lama lama bikin gila setres aja ga ngotak ngasih lawan jauh di atas level saya kadang pas war itu sering banget Udah gitu update besar besaran terus saran saya buat kalian mending uninstall aja game ini menuh menuhin aja ini di hp udah kaya sampah harus di buang asli kecewa bgt saya supercel game ini ga ada kemajuan.,Negatif
"clash royale kok makin gk adil masa arena 5 dikasih lawan arena 10 keatas ya gk imbang dong deck nya berbeda jauh. itu sama ae mereka yg level nya tinggi yg peroleh kemenangan sedangkan yg lagi push trofi kesusahan buat naik, naik trofi ae susah apalagi naik arena tolong lah buat match di sama ratakan dengan Player. tiap hari ketemunya Player yang pay to win,level kartu tinggi dll klo kek gini terus kapan gw bisa berkembang?klo tau gini mending w main Clash of Clans",Negatif
"game nya aneh bngt, sekarang jadi makin nggak seru. udh gitu p2w bngt lagi ni game capek bngt dah nggk kyk dlu, skrng dikasih lawan yang level2 15 semua sedang kan kalau ngeliat temen dia naik trs karena gampang lawannya?",Negatif
tambah baik ya,Positif
"game pembuat emosi,ada aja membuat pemain kalah",Negatif
"kalo salah email ada menu kembali lah, masa salah terus gabisa masukin email lain kocak ini game",Negatif
game seru,Positif
game an***g.. saat war sudah menang tiba-tiba jaringan terputus,Negatif
😎baguss bangett,Positif
sangat baik,Positif
gem tolol,Negatif
seru tapi sy sering kalah,Others
asik,Positif
"Ole hyvä ja poista pay to win -järjestelmä ja miksi häviän aina, kun taistelen venäläisestä klaanista tulevaa vastaan ja niin edelleen? kuin heillä olisi ääretön eliksiiri",Others
agak kurang puas karna kalau ketemu musuh p2w. mereka bisa menggunakan kartu yang seharusnya tidak bisa digunakan di arena tersebut seperti menggunakan bos bandit di arena 24 kebawah aku yang dari arena 5 sampai 19 hampir selalu ketemu musuh yang punya kartu bos bandit. jadinya sering kalah. apalagi kartu aku rata rata level 9.,Negatif
"Gokil ni game. bisa²nya bikin reputasinya makin jelek. sekarang peti udah enga ada di ganti star drop (di jatah 3x doang sehari), pelit banget sumpah.",Negatif
Waw,Positif
oke,Others
game pelit,Negatif
"udah ga asik semenjak update terbaru, seashon shop gaada, sulit sah buat gw yg main F2P...",Negatif
nice game,Positif
game terbaik laaa,Positif
game tolol,Negatif
THIS GAME IS RIGGED,Negatif
clas royal takut rugij yaa musu jadii over kalo sering winn sama toko nyaa di buat untuk yg beli pas royal aja sekarangg padahal kan duluuu seruu,Negatif
"kepada developer, tolong kasih fitur promosi klan dong, kayak di clash of clans, klan yang baru di buat biar dapet member.🙏",Others
"game sampah, tiap mau naik arena selalu di bikin kalah sampe 10x",Negatif
borik pol,Negatif
ok,Others
game gak seimbang*****,Negatif
"game burik, kebanyakan ngelag padahal jaringan segala macem bagus loll",Negatif
update macam apa ini,Negatif
Baik,Positif
game jelek hapus aja,Negatif
"update now, BADDDDDD",Negatif
ok,Others
lumayan untuk sekarang,Positif
oke,Others
gokil,Positif
game nya bagus sangat baik,Positif
Nice game,Positif
sangat bagus dan musuhnya kuat ya nggak usah dibenerin aja bagus malah 🙃😠,Negatif
"I always get unequal opponents, lv7 vs lv14 it's not fair.",Negatif
"lelet, terlalu lama pengisian darah,",Negatif
"game NOOBS, akun sudah tersimpan di play game dan support tidak membantu menemukan akun DISRESPECT",Negatif
balikin ke dulu lagi,Negatif
"kalo ngasih musuh yg bener dikit, level kecil lgsg ditemuin sama yg level max?",Negatif
"""jangan menyerah"" tapi arti sesungguhnya jangan berhenti bermain.. potongan Shard evo di hilangkan yang katanya di pindahkan... game mempersulit pemain.",Negatif
mampus hp mati gara2 ini hp samsung ram 8+8 GB dan cpu 128 tb tapi butuh wifi atau internet udah peyimpanan minimal 2 GB jangan dicoba kalau dicoba pasti hp kalian mati,Negatif
mantappp,Positif
lelet banget,Negatif
Pay To Win,Negatif
beneran jadi game pay to win Jing udah g adil nambah kaga adil Jing mending g usah bikin game kalo cuma nyari untung doang,Negatif
makin sulit dpt evo jadi game p2w,Negatif
"menurutku ni game bagus, kata kata manusia yang bilang pertandingan GK adil, darah harus tinggi BLA BLA BLA ble ble ble Blu blu Blu itu tu orang orang yang gak bisa main ini game, mereka cuma puas sama kemenangan awal atau push trophy terlalu sering makanya mereka level rendah trophy tinggi (terlalu terburu buru) main game supercell itu tu kuncinya sabar. Jadi bagi kalian yang mau download ni game, apalagi yang keahlian strategi kalian tinggi DOWNLOADLAH, RAMAIKAN GAME INI LAGI",Positif
nice,Positif
annoyed,Negatif
"sangat membosankan karena pay to win banget, trofi saya sudah 7000 Lebih dan mulai sekarang saya akan pensiun untuk main game ini..",Negatif
ratingnya kurang pas untuk usia 7 tahun karena dapat membuat anak tempramen tolong diperbaiki untuk segi penilaian usia dan dikurangi soal top up-top upnya karna membuat permainan tidak seimbang.🙂,Negatif
"Sekarang kok sering crash ya pdhl ini HP baru dulu pdhl HP spek biasa nggak sering crash, dan tolong maintenance ya jangan sering sering",Negatif
mantap,Positif
terbaik,Positif
game oke!,Positif
bagus dan kreatif,Positif
update an mu malah bikin susah dan kalau bisa kasih sistem mengembalikan kristal evo,Negatif
gak bisa buka supercell account game nya ngefreeze sama gak bisa load account lama gimana ini,Negatif
perangkat Poco X7 PRO masih terbatas pada 60hz saja! segera optimalisasi untuk bisa bermain di 120hz!,Negatif
bagus banget,Positif
gemnya cukup seru,Positif
keren,Positif
nice,Positif
Game Ini Sangat Bagus Banget dan cocok buat semua orang,Positif
Lawan pake cheat tidak bisa lapor dan lawan tidak imbang seperti beda level jauh,Negatif
Fachrie game Wow,Positif
"You guys are crazy, you killed your own player",Positif
"update terlalu cepat,dan semakin jelek""",Negatif
"menang dapet tropy sedikit kalah turun.a banyak memang rada, hadiah.a juga apa, kasih lawan juga gak jelas musuh pasti klo gak yng berbayar yng lev.a jauh diatas",Negatif
semenjak pembaharuan dan toko ditutup udah gak seru lagi sepertinya waktunya pensiun.. terimakasih telah menemani 9 tahun goodbye👋,Negatif
pay to win,Negatif
"gk jelas lama lama ni game masa dilawanin orang yg kartunya udah evo,ayolah yg adil napa,susah blok gw mau naik trofi",Negatif
permainan yang bagus untuk waktu luang,Positif
game bagus tapi kadang ga adil kasih lawan level 13/14 padahal baru level 12,Negatif
game lama ke lamaan makin para,Negatif
tolong min jaringan suka terputus,Negatif
match-nya nambah lama nambah susah,Negatif
excellent,Positif
jaringan aman tapi terputus aneh,Negatif
"habis update jadi sampah,kembalikan ke mode lama buka peti tiap beberapa jam",Negatif
bgus,Positif
temen gua ga ada yang bener mainnya,Negatif
"setiap ngupdate banyak kali sampe 800 mb ntah apa aja yg bertambah, tiap minggu update terus",Negatif
kebanyakan update,Negatif
nostalgia🤗,Positif
Makin update makin kikir,Negatif
ren keren,Positif
lama bet ck buka peti aj 4jam,Negatif
Tolong lah level nya di setarain ga seimbang,Negatif
"GA BISA DIMAIN KAN, BUG KELUAR SENDIRI",Negatif
cuma untuk hiburan,Others
WKWK LAWAN GA SEIMBANG MASA LEVEL RENDAH DI KASIH LAWAN LEVEL KARTU TINGGI MAKANNYA SEPI NIH GAME.,Negatif
Pay To Win. Siap siap kecewa kalo tidak membeli,Negatif
game bagus tapi kenapa chest di ilangin woi,Negatif
akun lama saya telah hilang ga bisa dipulihkan tolong bantuannya,Negatif
pliss come back season shop,Negatif
update terus lah kacau,Negatif
nice,Positif
dikit2 update mana kotak sama penukaran di toko udah gak bisa... kecewa!,Negatif
bring back season shop,Negatif
update paling sampah ini. niat banget pengen dijadiin p2w. pemain gratisan dapet ampas (event cuma gold 500 doang? serius lu?),Negatif
good,Positif
sangat seru dan bagus,Positif
gassss,Positif
Musuh nya gk seimbang mls main Masa masih LV 9 dpt musuhnya LV 11,Negatif
lah game pay to win kok ga bisa dimainkan pake data seluler.. payah amat dh matchmaking gaje ni pulak jaringan gaje ..,Negatif
"Semenjak muncul "" BOSS BANDIT"", game ini tidak seru lagi. Boss BANDIT terlalu OVER POWER, tolong tarik saja kartu itu!",Negatif
bos bandit Hero apaan.tolong hilangkan aja,Negatif
Pay to win.!,Negatif
"Level, Tidak Seimbang sangat BURUK",Negatif
semakin lama semakin menjadi game p2w,Negatif
"game tolol dan gak adil, setelah menang 3 atau 4 kali di kasi musuh yang Level 14",Negatif
nicee cmn kurang seimbang sistem matching ny,Negatif
"Game ga jelas , elixirnya tolong di percepat , sama saya uninstal . lawannya ga balance . Level 11 lawan level 14 mentang game sepi.",Negatif
susah sekali dapat gold,Negatif
Greatfull,Positif
money hungry loser!,Negatif
ok,Others
"not fair matchmaking, not f2p friendly stupid game",Negatif
bagus sekali kata ilham,Positif
"gamenya mantap baru awal main dikasih lawan komputer, kedepannya dikasih lawan AI kalo boleh",Others
suka,Positif
MEMBERI LAWAN TIDAK SEPADAN SEPERTI TNGKAT NAY DAN BANYAK SEKALI PEMBAYARAN YANG HARUS DIIKUTI,Negatif
ni benerin masalah jaringan padahal jaringan aku bagus ni game benerin jaringan dan kalau mau matching yang seimbang dong,Negatif
pemula,Others
"ukuran game semakin besar dibandingkan saat pertama kali rilis , jadinya males download,",Negatif
Mantappu Jiwa...!!! 👍🏻💪🏻😁,Positif
sangat bagus,Positif
awal2 seru pas udah lama mungkin ga seru,Negatif
"Entering level 14 in the training arena, there are a lot of cheaters with lag mode. If the developer can handle it, i will change the rate",Negatif
gk punya otak buat game ngasih musuh susah bener minimal yang setara lah,Negatif
GAME RUSAK NIH LAMA²,Negatif
"Game taekkk , lagi maen jaringan bagus tiba² putus sendiri",Negatif
"mohon bantuannya, Saya tidak dapat mengakses akun lama saya melalui Google Play Game, sesudah mengatur untuk login dan sebagainya namun tetap tidak bisa... mohon bantuannya",Negatif
loading screen terkadang terlalu lama level musuh yang kita lawan terkadang melebihi level kita,Negatif
we can't change clan name ??,Negatif
good,Positif
woi token shop kok dihilangkan,Negatif
bad update you know,Negatif
Removing season shop is diabolical,Negatif
update terbaru bikin males main,Negatif
ok,Others
musuhnya gak ngotak,Negatif
"kenapa sulit sekali untuk f2p mendapatkan evolution shard. setiap update selalu mempersulit player dalam mendapatkan shard, ini yang membuat kenapa Clash of Clans lebih baik daripada Clash royal",Negatif
p2w is suck,Negatif
sudah main 9 tahun tapi pernah di uninstall beberapa kali sebelum diupgrade(masih ada peti dan tugas harian) dapet coin mudah jadi untuk naikin level gak terlalu berkendala setelah diupgrade (peti dihilangkan dan gak ada tugas harian) malah nyari coin susah,Negatif
pay to win banget lah uyyyyy🤤,Negatif
"game ini seru, mengesankan, belum pernah saya bermain game seperti ini, good 👍",Positif
"tolong diperbaiki ngbug suka disconect sendiri,game burik",Negatif
bagus,Positif
a very unfair game because when playing trophy the opponent's level is already far above,Negatif
update gak jelas,Negatif
gamenya bagus tapi sering dapat musuh heronya beda level,Negatif
paytoin nyo 1000000 mending main clash of clan gak ada paytoin dasar!!!! raja kikir!!!!,Negatif
"It's better to just delete the game, if you give enemies that don't match the level, they're all Chinese and Korean!",Negatif
"update nya gak banyak, saya baru memainkanya setelah 4 tahun tidak main, dan pas dibuka masih sama sama saja maaf clash royale tidak bisa membuat teman teman clan saya kembali ke game ini.",Negatif
ini game gak jelas baru main kalah Mulu,Negatif
"Gak adil woilah, level musuhnya selalu jauh diatas saya dan bikin pertandingan semakin susah",Negatif
TAI MUSUH GA NGOTAK,Negatif
PAY TO WIN,Negatif
"tombol login via akun google hilang, kembalikan tombol login via google",Negatif
"makin sini makin pelit ini game, shop di hapus, selalu dapat musuh dg level yg lebih tinggi dari dek utama, game GK balance!!! GK rekomend buat pemula!!!",Negatif
dikasih lawan level up dan sdh berbintang 3 sedangkan kartu saya baru level 9 tidak pernah menang,Negatif
taik update apaan itu hadiahnya tambah sedikit jadi malas main anj,Negatif
tolong tambahkan fitur draft dalam 12 chalengge classic,Others
mantapx,Positif
"game ini semakin di update semakin rusak dari tadi saya bermain ketemu musuh level benteng nya beda jauh dengan saya, saya masih level 10 sedang kan musuh nya level 12, 13 udah game play to win ayo lah tolong di perbaikin capek main dari tadi di kasih musuh nya enggak ngotak seperti pembuat nya enggak ada otak nya",Negatif
👍,Positif
"kasih ak, lawan sepadan bgsttt",Negatif
game busuk game pembodohan game pelit dan game ga ada inovasi,Negatif
"Gamenya P2W banget, masa beli kartu 700k. Ngotak dikit lah, mana chest dan kartu evo ga bisa dapet di shop lagi tod. ampas w main dari awal rilis jng.",Negatif
clash royale ❌ pay to royale ✅,Negatif
imbangin sama pass Royale orang indo mana mau buang duit buat 200rb di tambah banyak yang di ganti dan gak masuk di akal buat update sekarang makin kaga jelas,Negatif
makin tidak jelas,Negatif
lucu,Others
pay to winn🤑🤑🤑🤑🤡🤡🤡,Negatif
yang bener aja baru 1 minggu upgrade udh minta upgrade hampir 1GB tolol banget yg bikin game,Negatif
"Makin Lama, Ini Game Ga Support Player Gratisan. Dasar Game Kikir, Ayo Guys Kita Semua Rate Bintang 1, Mulai Event nya Yang Bisa Tuker Keping Evo + Banner Yang Biasa Bisa Di Dapetin Dengan Gampang, Sekarang Udah Ga Ada Banner Lagi. JADI AYO SEMUA RATE CLASH ROYALE BINTANG 1 GUYS!!",Negatif
"please lah ini game napa jadi pay to win gini, akudah coba main lagi msti di tropy atas kalah ma orang-orang yang cardnya level nya lebih tinggi & yang paling nyebelin kalah sama orang yang punya evo card sedangkan pemula gini gapunya evo card sama sekali,,, tolonglah dibuat lebih imbang",Negatif
Game Rusak !!!! 🤪🤪,Negatif
op,Others
"event cuma dapat uang 500? 🤣🤣🤣 udah gitu hilang semua hadiah menarik, makin aneh aja update nya. dipikir dulu kalo mau update, bikin pemain makin menarik bukan makin semangat uninstal !!! 💀",Negatif
jangan update trus menerus lah anj🙂,Negatif
"update an bulan ini yang terburuk, bagaimana tidak, game ini malah makin kikir, disaat orang"" sudah cukup puas dengan event nya, dev dngan konyol nya merombak lagi. bruhhh",Negatif
semoga developer nya membaca ini game nya bagus tetapi sudah tidak tren di tahun sekarang dan tolong permudah sistem Mabar saya sangat kesulitan saat ingin Mabar,Others
game yang keren,Positif
bring back chest and store event,Negatif
sering crash setelah pembaruan,Negatif
"aplnya suka ngebug,masa main hampir menang mesti ngelag botnya juga ga ngotak kartu ga sesuai lantai, ngotak dikit kalo kasih bot",Negatif
kerenn,Positif
Ga logis,Negatif
"Peti dan Toko season itu nge bantu bngt buat player comeback/player baru biar dpet card/kepingan evo... ini malah di ilangin kan kocak toko season nya di ilangin tetapi mode nya masih ada,siapa juga yg mainin tuh mode klo kaga ada reward nya 😂",Negatif
anjay,Others
"game nya asik dan seru, tapi tolong dirubah lagi tampilan loby nya lebih bagus sebelum di update, sama kembalikan peti² gratisan royale pass dan toko di event (letak paling kanan)",Negatif
seruu game nyaa,Positif
"pembaruan yang menghilangkan suasana asli clas royale, sejati nya bermain supercal adalah sabar tapi semua di hilangkan sudah .. jadi new akun bisa seenak nya dpt kartu baru.",Negatif
NICE,Positif
kembalikan season shop,Negatif
"makin gajelas ditambah evo card, udah top up nya mahal"" tpi kualitas permainan tetep jelek aja",Negatif
ini tolong diperbaiki soalnya gw mw log gamasuk² loading mulu,Negatif
"sinyal busuk, pas main mau selesai tiiba2 sinyal hilang.. padahal awal main jaringan normal. tiap login pasti nemu kaya gini....",Negatif
dulu sudah dapat semua kartunya sekarang di sita oleh pihak supercell,Negatif
Game bodoh elixire punya kita sama lawan lebih cepet lawan,Negatif
"My suggestion is to add offline mode, so it can be played anywhere, and offline mode can only be played in training mode",Others
"keren banget ini, gemoy.....",Positif
Bagus sekarang tanpa nunggu peti ber jam jam 😊,Positif
game cacat,Negatif
game nya bagus,Positif
"suka force close , pdlah ram8",Negatif
ok,Others
"game rusak, tolong lah jangan pay to win banget ini game",Negatif
lawan nya terlalu sulit,Negatif
ez game,Positif
"Matchmaking semakin tidak adil. Persentase kemenangan hanya 20%, dimana player pay to win semakin banyak, selalu dipertemukan lawan yang tidak sebanding, dan level nya di atas milik kita. Perolehan legendary card pun sangat sulit, terpaksa saya berikan bintang satu, karena selama 9 tahun bermain tidak ada perkembangan dalam sistem matchmaking, dan semakin buruk. ditambah update sekarang semakin susah untuk up level, tidak rekomendasi untuk bermain lagi, mending uninstall",Negatif
mnghibur tantangan berfikir,Positif
bagus sekali game nya,Positif
update terbaru sangat buruk,Negatif
nice...,Positif
"Update terburuk... Semua hal baik di game malah dihapus (chest, season shop dll)... Bukannya mengurangi waktu buka chest, Supercell malah menghapus sistem chest... dan yang bikin parah, Supercell menghapus chest dan tidak memberikan pemain reward yang setara dengan chest tersebut... Season shop dihapus membuat player Free to Play mati... Biasanya pemain F2P bisa mendapat 3 fragment Evo + 1 evo wildard + 1 book of books... dan Supercell malah menghapusnya... isi dari Pass Royale juga dikurangi",Negatif
"game jelek, pay to win, karakter bagus harus bayar",Negatif
goblog aing eleh wae. . uninstal pokonamah ku aing,Negatif
mantap,Positif
"no chase, no rating.. why did you remove the chest shop?",Negatif
good game,Positif
WORST UPDATE EVER. supercell capitalist,Negatif
"Chest dihilangakan, sangat bagus👍🏼👍🏼",Positif
"match making nya gak imbang, musuh udah ada kartu di arena yang 10 seperti elite barbarian, hunter, dan lainnya. Tapi aku masih arena 9, baru kebuka goblin gang sama poison, apa gak kerepotan. terus bisa bisa nya kartu musuh level 11 ke atas terus kartu ku baru level 9 atau 8. kan jadinya gak imbang. Jadi developer jangan malas malas lah, kalian lebih menting kan game yang udah bagus gak perlu di fix lagi.",Negatif
game pay to win,Negatif
